cluster,container,cpu,id,image,instance,job,name,namespace,pod,timestamp,value
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746712800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746716400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746720000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746723600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746727200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746730800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746734400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746738000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746741600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746745200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746748800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746752400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746756000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746759600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746763200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746766800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746770400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746774000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746777600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746781200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746784800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746788400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746792000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746795600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746799200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746802800,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746806400,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746810000,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746813600,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746817200,0.00000010980033932568047
aks-sk-aks-eus2-dev,order-service,total,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod506b125f_2d59_4dde_81cb_bd946a55e435.slice/cri-containerd-580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c.scope,ghcr.io/azure-samples/aks-store-demo/order-service:latest,aks-agentpool-16759353-vmss000007,cadvisor,580228e449c23b1d68926d23b2c19630944823db6ff7c8cad62617e153cc2a3c,azure-store,order-service-5b6fbf9bcc-kzfc9,1746820800,0.00000010980033932568047
